x,y,label
0.146828,-0.613357,1
-0.195640,-0.054584,0
0.125334,0.138219,0
0.305908,0.175703,1
0.530555,-0.027178,0
-0.070676,0.699473,0
0.109287,0.080420,0
0.071840,0.080362,0
0.071699,0.192360,0
-0.680434,-0.044067,0
-0.658686,-0.235202,0
-0.422350,0.206150,1
0.728957,-0.575606,0
0.258601,-0.560976,1
0.714074,-0.207528,1
0.921939,-0.412772,0
-0.549145,0.750873,1
0.063017,-0.020376,1
-0.391190,0.185966,1
0.226247,0.333775,1
-0.219896,-0.041917,0
0.333280,-0.551159,1
-0.366468,-0.241189,1
0.302655,0.033878,1
-0.031562,-0.539600,1
-0.018843,0.025389,1
0.584655,0.253863,0
-0.091383,0.220567,0
0.240515,-0.057558,1
0.380502,-0.178362,0
-0.189292,-0.173174,0
0.075811,0.105873,0
-0.035523,0.003767,1
0.757115,-0.540355,0
0.259353,0.351956,1
0.069382,0.025688,0
0.636180,-0.282125,1
-0.531066,0.398763,0
0.041245,0.018539,1
-0.206477,0.361951,1
-0.011565,0.440593,1
0.513755,0.316521,0
-0.078562,0.709214,0
0.174482,0.921254,1
-0.668813,0.141171,0
0.725978,0.408430,1
0.253091,-0.313076,0
0.226253,0.943656,1
0.051128,-0.081735,1
0.185578,0.938988,1
-0.250479,-0.468537,1
-0.009441,-0.825402,0
-0.671369,0.209984,0
0.559794,-0.366451,1
0.338902,0.554600,0
0.291717,0.562082,0
-0.093425,-0.550176,1
0.032920,-0.018644,1
0.425482,0.801191,1
0.053950,0.100415,0
0.929390,-0.277998,0
0.664190,0.542604,1
-0.140265,0.943007,1
0.347564,0.100224,1
0.493207,-0.497354,1
-0.170798,-0.748029,0
-0.658847,-0.244216,0
0.221025,-0.101078,1
0.231994,0.330532,1
0.339887,-0.288206,0
0.913054,-0.396300,0
0.157142,0.690600,0
0.212357,0.631200,0
0.698062,-0.205688,1
-0.535548,-0.510611,0
-0.008560,-0.585837,1
-0.365575,0.157901,1
-0.212121,0.391484,1
0.750494,0.275695,1
0.023049,0.001579,0
-0.390056,0.575255,0
-0.172123,-0.257677,0
0.494415,0.246987,0
0.813360,-0.502006,0
0.761646,-0.572288,0
0.167558,-0.606441,1
0.419404,0.856566,1
0.119426,-0.056252,1
-0.906548,0.107310,1
0.338923,0.485682,0
0.404154,0.544681,0
-0.967889,0.063557,1
0.024214,0.199011,0
0.710874,-0.181661,1
0.088416,0.201516,0
0.241994,-0.024648,1
-0.100354,0.951973,1
-0.304049,0.634981,0
-0.940157,0.256658,1
0.147465,0.376089,1
0.604597,0.661681,1
-0.402920,0.513500,0
-0.031589,0.414636,1
0.036274,0.048209,1
0.275779,0.224223,1
-0.185135,0.071958,0
0.077777,0.664287,0
0.099759,0.414114,1
-0.586805,0.699468,1
0.249703,-0.080132,1
-0.003481,-0.026088,1
0.540420,0.023455,0
0.370287,-0.273775,0
-0.586910,-0.344671,0
0.053170,0.441600,1
-0.464300,-0.131950,1
-0.035344,-0.013095,1
0.409579,0.777205,1
1.008445,-0.207410,0
0.579022,-0.319072,1
0.535579,0.210702,0
0.733706,0.337918,1
-0.582596,-0.492751,0
-0.254049,-0.459281,1
-0.186735,-0.054594,0
-0.155563,-0.481995,1
-0.350914,-0.313821,1
0.308275,0.815511,1
0.271890,0.072486,1
0.727811,0.419237,1
-0.024344,-0.048994,1
0.248957,0.665775,0
-0.350846,0.232131,1
-0.310613,0.921979,1
-0.016964,0.708232,0
1.055925,-0.096637,0
0.037370,0.224089,0
-0.608976,-0.427166,0
-0.108148,0.635169,0
0.457009,-0.735726,0
0.044940,0.044149,1
-0.146616,0.659476,0
-0.099790,0.444283,1
0.522784,-0.366915,1
-0.160742,-0.159136,0
0.488797,0.326841,0
0.399842,-0.216391,0
0.038034,-0.110807,1
0.029406,0.013726,1
-0.076388,0.158943,0
-0.482263,-0.588141,0
0.151923,-0.356447,0
-0.226793,0.630598,0
-0.195843,-0.039721,0
-0.450364,0.020317,1
0.471708,-0.808314,0
-0.934734,0.096589,1
0.262546,0.091682,1
0.347159,-0.219726,0
-0.123251,0.417646,1
0.269535,-0.262875,0
-0.225352,-0.760586,0
-0.234380,0.109617,0
-0.092816,-0.760369,0
-0.250409,-0.089078,0
0.594823,-0.675813,0
-0.706052,-0.265113,0
1.044602,-0.148354,0
-0.046105,0.156106,0
0.035940,0.393448,1
-0.177490,0.059664,0
-0.037811,-0.512147,1
0.106973,-0.311025,0
-0.399843,-0.291776,1
-0.692036,0.672168,1
-0.150785,0.119545,0
0.193092,0.632566,0
0.153677,-0.373561,0
0.736555,0.389838,1
-0.974655,0.198020,1
-0.820153,0.481022,1
-0.250483,-0.392693,1
-0.300495,0.846878,1
-0.378553,0.586961,0
0.065062,-0.811325,0
0.479804,0.761273,1
-0.650489,0.677227,1
0.360434,0.473492,0
-0.124925,0.661604,0
0.516021,-0.105996,0
0.032138,-0.007528,1
0.035286,0.918931,1
-0.087659,-0.562778,1
-0.157287,0.115630,0
0.512169,0.200933,0
0.218231,0.369242,1
-0.373374,0.170966,1
0.275818,0.638968,0
0.071875,0.147234,0
-0.412037,-0.159844,1
-0.014905,0.019620,1
0.674635,-0.306805,1
0.116495,0.342060,1
-0.428156,0.034039,1
0.462906,-0.099563,0
-0.088941,0.708752,0
0.755208,0.258351,1
1.014463,-0.010031,0
-0.068141,-0.752700,0
0.791993,-0.043116,1
0.289219,0.812015,1
-0.065786,0.918830,1
-0.074632,0.162885,0
0.053799,0.016899,0
0.101471,0.043711,0
0.037398,-0.322829,0
0.461920,-0.174946,0
0.568261,-0.384051,1
0.094568,0.159323,0
0.048324,0.027180,1
-0.011426,-0.327555,0
0.146572,0.398200,1
0.610263,-0.271537,1
-0.773595,0.416119,1
-0.729541,0.020742,0
0.510945,-0.437151,1
0.497959,-0.061773,0
-0.140137,0.186032,0
0.563476,0.038914,0
0.086509,0.446151,1
0.393300,0.509858,0
0.037000,-0.054623,1
0.782824,-0.147094,1
-0.430272,-0.223579,1
0.014375,0.153838,0
-0.112938,-0.220047,0
0.139116,0.090129,0
-0.029093,-0.030506,1
0.017633,-0.098451,1
-0.083766,0.137497,0
0.429420,0.410929,0
0.302757,-0.530567,1
0.957811,-0.308498,0
0.246247,0.199955,1
0.128868,0.095651,0
0.193469,-0.126301,1
-0.176989,0.194999,0
-0.194506,0.141532,0
-0.943757,0.342576,1
-0.180985,-0.235159,0
0.295443,-0.272421,0
-0.007402,0.046026,1
-0.417211,-0.078130,1
0.048706,-0.065413,1
0.031047,0.033560,1
0.025411,-0.357690,0
0.066460,0.127847,0
-0.459345,0.836295,1
0.562428,-0.728191,0
-0.806264,0.518322,1
0.056044,-0.296472,0
0.109911,-0.141022,1
-0.741722,-0.036452,0
-0.440151,0.055353,1
0.436562,0.413238,0
-0.580978,0.709997,1
-0.366608,0.272677,1
-0.396057,-0.691078,0
0.243361,-0.077142,1
0.026380,0.195660,0
0.707606,0.550603,1
-0.443906,0.784484,1
0.240343,0.232120,1
0.351369,-0.514296,1
0.379126,-0.528572,1
-0.506698,0.512805,0
-0.018330,0.018474,1
-0.024493,-0.272985,0
0.077147,-0.367787,0
-0.104001,-0.315420,0
-0.382941,-0.264809,1
-0.338040,-0.338617,1
-0.209386,0.419260,1
0.105440,-0.093376,1
0.428897,-0.505668,1
-0.562190,-0.444489,0
0.432438,-0.155162,0
-0.695600,0.081884,0
-0.289260,-0.712481,0
0.081782,0.167407,0
0.547992,-0.405815,1
-0.921141,0.265498,1
-0.223306,-0.795881,0
0.294107,0.038706,1
0.317719,0.251572,1
0.762767,0.331265,1
-0.155381,0.916118,1
0.319965,0.208594,1
0.018567,0.143115,0
-0.221526,0.648035,0
0.720968,-0.647362,0
-0.102893,-0.551980,1
0.031274,0.679306,0
-0.052028,-0.279057,0
0.087523,0.139287,0
0.478581,0.393416,0
0.127249,0.106200,0
0.086745,0.035001,0
0.768253,0.034899,1
-0.279700,-0.394062,1
-0.480452,0.810814,1
-0.206690,-0.165183,0
-0.852722,0.390976,1
1.038885,0.036621,0
0.835303,0.001117,1
0.015257,-0.016239,1
0.070029,-0.116611,1
-0.474278,-0.023563,1
0.616224,0.677513,1
-0.019986,0.013696,1
0.280771,-0.064568,1
0.095698,0.063123,0
-0.222969,0.389334,1
0.686728,0.533520,1
0.281364,0.219984,1
-0.682766,0.739753,1
0.827250,0.068786,1
0.748217,-0.588266,0
0.115677,-0.578965,1
-0.259130,0.931129,1
0.539517,-0.718175,0
-0.013375,-0.283599,0
0.728473,0.497379,1
-0.763136,0.594936,1
-0.481119,-0.518147,0
0.512458,-0.091369,0
0.141553,-0.322643,0
0.013089,-0.028733,1
-0.156613,-0.497454,1
-0.452973,-0.621705,0
-0.077270,0.151350,0
1.014638,-0.097367,0
0.169137,-0.014066,1
0.076752,-0.791386,0
0.070700,0.359846,1
0.038544,-0.020024,1
0.207922,0.669774,0
0.082167,0.095658,1
0.082957,0.090009,0
-0.465450,-0.131606,1
0.105561,0.052570,0
0.139472,0.437245,1
0.040268,0.233041,0
0.047264,0.156682,0
0.130920,-0.571606,1
0.190788,-0.839980,0
0.559935,0.282398,0
0.076454,0.065038,1
0.807889,-0.472295,0
-0.017514,-0.528955,1
1.032919,-0.060481,0
-0.479476,0.073075,1
-0.022991,-0.791075,0
0.150070,0.397483,1
0.260390,-0.003638,1
0.020631,0.056899,0
-0.150080,-0.222944,0
-0.511329,-0.474869,0
-0.142402,-0.537650,1
0.094550,0.046855,1
-0.576560,0.277969,0
0.026488,0.412126,1
-0.675131,-0.283595,0
0.619501,0.658243,1
0.321126,-0.842723,0
0.280728,-0.789354,0
0.547634,-0.715813,0
-0.119082,0.124816,0
-0.596681,0.413635,0
0.330321,0.862355,1
-0.418217,-0.228154,1
0.499261,-0.197175,0
0.801108,-0.077551,1
-0.298628,0.282124,1
0.336209,0.047338,1
0.066857,-0.011836,1
-0.201014,-0.421193,1
-0.446639,-0.635347,0
0.465752,-0.224581,0
-0.040104,0.191777,0
-0.010800,0.029266,1
0.298556,-0.811530,0
-0.730491,0.617052,1
-0.009376,0.034857,1
-0.537512,0.365061,0
-0.385091,-0.383897,1
0.085001,0.634105,0
0.016042,0.459086,1
0.410633,0.461128,0
-0.428992,0.178082,1
0.534140,0.283444,0
0.026634,0.070922,0
-0.396875,0.554116,0
0.298497,-0.290370,0
0.232383,-0.864023,0
0.055450,-0.051207,1
0.015351,0.011064,1
0.283258,-0.522207,1
0.108355,0.057498,0
0.434611,0.786515,1
0.173133,0.339385,1
-0.513217,0.458265,0
-0.350443,0.322599,1
0.473983,0.339142,0
-0.071350,0.193056,0
0.565666,0.012405,0
0.207066,0.656941,0
-0.659140,-0.363508,0
0.053671,-0.537645,1
0.371768,-0.268153,0
-0.173806,-0.193661,0
0.012266,0.969649,1
-0.219638,-0.765598,0
0.567374,0.162448,0
0.712552,-0.320537,1
-0.018039,0.403447,1
0.236514,-0.007122,1
0.334075,-0.763075,0
0.526449,0.080786,0
-0.075260,0.426255,1
0.561632,0.155180,0
0.970920,-0.224994,0
-0.474388,0.454709,0
-0.235417,0.009279,0
0.393208,0.439922,0
0.036098,0.064234,1
0.167668,-0.866968,0
-0.103409,-0.320122,0
-0.600355,0.338798,0
-0.189988,0.871008,1
-0.235621,0.360243,1
-0.372848,-0.287607,1
0.518408,-0.484354,1
0.292735,0.229066,1
-0.299453,0.902766,1
-0.622276,0.270162,0
0.622811,-0.347188,1
0.195639,-0.582961,1
0.099754,-0.110843,1
0.002983,-0.283887,0
-0.250902,-0.080094,0
-0.262649,0.343157,1
0.799694,0.260318,1
-0.664709,0.244299,0
0.048835,0.410285,1
0.461984,0.515185,0
0.152309,-0.134517,1
-0.726438,0.523143,1
0.005438,0.923582,1
0.328329,0.010380,1
0.263460,-0.015972,1
0.151969,-0.044330,1
-0.027895,-0.337639,0
0.008424,0.041810,0
0.034463,-0.109716,1
0.091947,0.201345,0
-0.301741,-0.362416,1
-0.680310,0.083725,0
-0.329628,-0.632707,0
-0.076011,-0.783748,0
0.344093,0.121699,1
0.186268,-0.370917,0
-0.435285,-0.061462,1
-0.249000,-0.522862,1
0.307389,0.616435,0
-0.475690,-0.124245,1
0.041580,0.061671,1
0.908974,-0.346576,0
0.329988,-0.316946,0
0.519797,0.300224,0
0.284996,-0.009148,1
0.240834,0.359478,1
0.327333,-0.257230,0
0.004296,0.002438,1
-0.203851,0.606228,0
-0.012054,0.192962,0
0.465979,-0.073413,0
-0.018383,0.665083,0
-0.089377,0.131831,0
0.773227,-0.129732,1
0.136142,-0.117304,1
0.037989,0.667163,0
0.518340,0.119564,0
-0.085192,0.151360,0
0.517168,0.662702,1
-0.731244,-0.004720,0
0.774989,-0.496366,0
0.107882,0.105085,0
0.041524,-0.056416,1
0.795821,0.149845,1
-0.158601,0.402123,1
-0.167765,0.049645,0
0.783066,0.170441,1
0.281678,0.160232,1
0.258573,0.359360,1
-0.162533,-0.454600,1
0.091378,0.154192,0
0.133509,-0.086755,1
-0.445387,0.532034,0
0.276453,0.043505,1
0.014111,0.009958,1
-0.178611,-0.147808,0
-0.170823,-0.092704,0
-0.683588,-0.174453,0
0.286783,-0.242117,0
-0.116651,0.440733,1
-0.058778,0.211223,0
0.003705,0.157640,0
-0.369345,0.234605,1
0.055964,-0.294115,0
0.523422,0.746553,1
-0.672368,0.269308,0
0.503788,-0.725975,0
0.045801,0.050612,1
0.194929,-0.080462,1
-0.870258,0.468752,1
0.238005,0.260109,1
-0.439242,-0.219412,1
0.774783,0.035265,1
-0.388186,-0.632653,0
0.524582,0.147930,0
-0.061119,0.945739,1
-0.170176,0.172375,0
0.190506,-0.124655,1
0.272699,0.020138,1
-0.041555,-0.239557,0
-0.199761,-0.106442,0
0.266141,0.212087,1
-0.029442,0.225760,0
0.773940,-0.057732,1
-0.702789,-0.132012,0
0.016259,0.216552,0
-0.076328,0.210510,0
-0.255155,-0.782731,0
-0.224468,-0.110800,0
-0.944272,0.248924,1
-0.005747,0.417334,1
0.140786,0.077537,0
0.263404,0.565406,0
0.111899,0.382791,1
-0.632815,0.613288,1
0.130430,-0.052358,1
0.137817,0.622620,0
0.106782,0.664106,0
0.288816,0.235799,1
-0.616392,-0.377039,0
-0.104295,0.122004,0
0.146060,-0.060118,1
-0.246619,0.004598,0
-0.111706,0.396174,1
-0.253624,0.420060,1
0.521718,-0.426248,1
-0.386797,0.064878,1
-0.176095,0.172523,0
0.284064,0.045391,1
0.713097,-0.603465,0
-0.132554,-0.181397,0
0.091287,-0.043929,1
0.304497,0.912612,1
-0.430174,-0.624940,0
0.168687,-0.337281,0
-0.169762,0.103217,0
0.034183,-0.124334,1
0.229321,0.019040,1
0.268767,0.181592,1
0.232269,0.290285,1
0.266270,0.209792,1
-0.421226,-0.158864,1
0.853149,0.098900,1
-0.167246,-0.135161,0
0.306530,0.518085,0
-0.174350,0.012501,0
-0.206894,0.635055,0
-0.493957,0.082377,1
0.325467,-0.022170,1
0.279963,-0.572319,1
-0.285363,0.397766,1
-0.185878,-0.129468,0
0.148042,0.664300,0
0.031403,0.144092,0
-0.107144,-0.263064,0
0.565760,0.031551,0
-0.336894,-0.397329,1
0.075146,-0.533623,1
-0.202907,0.871324,1
0.045960,0.069525,0
-0.523001,0.431242,0
0.032898,-0.004936,1
0.121079,0.125280,0
-0.211081,0.053324,0
0.480333,0.828353,1
-0.494089,-0.050505,1
-0.527119,0.473904,0
0.076879,0.391848,1
0.290389,-0.003459,1
0.186234,-0.042312,1
-0.210841,0.112964,0
-0.241163,0.309766,1
-0.181201,-0.536504,1
0.413115,-0.159244,0
-0.187651,-0.029205,0
0.208673,0.383793,1
-0.494608,-0.160514,1
0.299574,-0.061070,1
0.505241,-0.780708,0
0.573207,0.668156,1
-0.675519,-0.279805,0
